name,address,phone,licence_number
Roust,"с. Норильск, бул. Северный, д. 27 к. 316, 575819",8 (058) 468-05-54,384740
ИП «Егоров»,"с. Александров, алл. Серова, д. 16 к. 9, 636471",+7 779 551 2667,660070
РАО «Евдокимова-Блинова»,"д. Сыктывкар, ш. Короткое, д. 20 к. 48, 475656",82877636091,811781
РАО «Богданова Самсонов»,"п. Белореченск, алл. Железнодорожная, д. 21 стр. 6, 102038",8 065 903 45 78,719336
ИП «Блинова-Крюков»,"к. Йошкар-Ола, алл. Пушкина, д. 92 стр. 3, 889437",83428439629,896348
ОАО «Игнатов Хохлова»,"к. Сургут (Хант.), ул. Войкова, д. 33 стр. 588, 119488",8 750 414 90 76,936163
АО «Кулагин Селиверстова»,"клх Ишим, пр. Тельмана, д. 946 стр. 41, 921360",86082919457,937668
"АО «Новиков, Белоусов и Ефремова»","к. Истра, пер. Макарова, д. 6/2 к. 790, 278669",8 459 313 5277,896715
Якобс Дау Эгбертс Рус (Jacobs Douwe Egberts),"д. Каргасок, пер. Дальний, д. 1 стр. 781, 212189",+7 (990) 838-7103,445113
РАО «Лазарева»,"с. Усть-Ишим, бул. Маркса, д. 5 стр. 117, 201183",8 025 781 7322,297702
Джонсон & Джонсон (Johnson & Johnson),"г. Волоколамск, бул. Приморский, д. 565 к. 14, 355537",8 (952) 744-0070,960051
Компания Газ-Альянс,"д. Октябрьский (Башк.), пр. Попова, д. 60 стр. 106, 693549",+74827314948,191501
ЗАО «Мухина Иванов»,"клх Тихвин, алл. Пригородная, д. 1, 677261",+7 (010) 279-63-00,132470
"ООО «Зиновьева, Фомина и Пахомова»","к. Котлас, бул. Ясный, д. 1/7, 543736",+7 378 651 6153,340027
ИП «Горбачева-Исакова»,"к. Чокурдах, ш. Слободское, д. 12 к. 905, 396232",8 609 301 2434,979672
РАО «Савин»,"клх Адыгейск, пр. Менделеева, д. 568 к. 4, 551298",85684048652,115030
ИП «Кулакова-Дроздова»,"к. Кизел, ш. Просвещения, д. 2/4 к. 81, 128082",+73216880809,486545
ДОМ.РФ,"с. Бузулук, алл. Инженерная, д. 80, 585720",+7 (874) 067-6709,615137
Башкирская содовая компания,"к. Охотск, алл. Циолковского, д. 16, 634416",+7 532 018 03 39,682392
ООО «Алексеев»,"с. Тверь, пер. Угловой, д. 7/2 к. 555, 327505",+7 034 891 02 48,904082
НПО «Юдин Дементьева»,"д. Ангарск, пер. Глинки, д. 974 к. 8, 732390",8 (024) 697-0768,660475
ОАО «Сазонов-Исаков»,"г. Осташков, ш. М.Горького, д. 69, 459590",+70006208418,181725
Вирлпул Рус (Whirlpool),"клх Ачхой Мартан, алл. Ермака, д. 15 к. 525, 178800",+79868412752,182682
"НПО «Новиков, Одинцова и Васильев»","к. Рязань, ш. Сахалинское, д. 428 стр. 4/6, 704045",8 393 501 0252,758376
ОАО «Чернов»,"клх Лотошино, наб. Полярная, д. 4/7 стр. 291, 132663",+7 782 438 7560,576510
"РАО «Буров, Кудряшов и Сысоева»","д. Волгоград, пер. Коммунаров, д. 71 стр. 635, 839462",83771375481,618551
"ООО «Горбунова, Лукин и Евдокимов»","д. Кетченеры, алл. Светлая, д. 1, 390833",+75806218610,186757
ЗАО «Большакова Суханов»,"п. Кирово-Чепецк, ш. Советской Армии, д. 1 к. 7/7, 184756",8 (657) 389-28-04,703428
"АО «Комиссаров, Орехова и Артемьева»","клх Черкесск, пер. Ягодный, д. 57 стр. 5, 262974",84718843548,723224
ООО «Шестаков-Белов»,"к. Москва, МГУ, ш. Щербакова, д. 4/9 к. 1/1, 133078",+74233640901,534667
ЗАО «Соколов»,"ст. Яшкуль, ш. Угловое, д. 369, 647512",8 605 134 2147,838111
Компания Металл Профиль,"клх Туапсе, ул. Курганная, д. 6 к. 9, 273358",+7 001 190 6950,155164
"ОАО «Цветков, Якушева и Панфилов»","д. Кяхта, бул. Светлый, д. 677 к. 2/8, 919273",+7 762 526 1148,292556
Кордиант,"с. Кашира, ш. Мусы Джалиля, д. 7/4, 833881",8 949 603 33 35,299591
ОАО «Андреев»,"г. Новый Оскол, ул. Олега Кошевого, д. 505, 312244",8 (285) 584-81-17,443954
"НПО «Кабанова, Константинов и Третьяков»","с. Мураши, пр. Бригадный, д. 84 к. 6/8, 385792",+7 (370) 605-0290,258164
ИП «Евдокимова Соловьева»,"с. Партизанск, наб. Краснофлотская, д. 4/8, 247125",+7 (904) 684-52-52,432482
"ИП «Алексеева, Рябова и Нестерова»","клх Омск, пер. Амурский, д. 886 к. 7/3, 748340",+7 404 646 63 63,965813
"АО «Селиверстова, Бобров и Сидоров»","ст. Чебаркуль, алл. Щетинкина, д. 2/7, 897929",8 278 351 4245,511519
Егоров и партнеры,"к. Ейск, ш. Панфилова, д. 8, 847672",8 160 522 3822,599668
Терентьева Групп,"п. Норильск, алл. Инженерная, д. 48, 455897",+7 (666) 082-99-14,157136
НПО «Рогов-Веселов»,"ст. Сергиев Посад, наб. Короленко, д. 164 к. 584, 479121",+7 (382) 406-21-23,175130
Главное управление обустройства войск (ГУОВ),"г. Железногорск(Курск.), бул. Автомобилистов, д. 5/4 стр. 503, 766857",+7 048 878 25 20,731778
"ИП «Антонова, Некрасов и Егорова»","г. Фатеж, наб. Краснопартизанская, д. 5/2 стр. 49, 615831",+7 255 978 4131,423432
НПО «Воробьев»,"ст. Юрюзань, ш. Кедровое, д. 8/2 к. 313, 419143",+7 677 338 1555,600270
Сысоева Инк,"с. Кириши, наб. Горького, д. 4/5, 182480",+7 (408) 249-07-63,247033
Щукин Групп,"к. Усолье Сибирское, пр. Вольный, д. 9, 241575",+7 (603) 744-7457,452024
"ЗАО «Шарова, Марков и Лыткина»","клх Ступино, ул. Гайдара, д. 9 к. 7/9, 506069",+7 588 627 77 56,308691
ООО «Веселов»,"д. Карабудахкент, наб. Беляева, д. 51, 279174",+7 552 878 2204,817526
НПО «Исаева»,"с. Усмань, алл. Крылова, д. 5/4, 965597",+7 (440) 233-6893,399875
"РАО «Фомин, Кудрявцев и Соловьева»","к. Ребриха, ул. Серова, д. 7 стр. 1/1, 315398",+7 (611) 195-2736,559608
Фадеев Групп,"клх Шаховская, наб. Фадеева, д. 9, 039389",+70922707348,624227
РАО «Сидорова»,"г. Приморско-Ахтарск, наб. Базарная, д. 9/4 к. 2/2, 374327",8 293 363 4324,627405
ООО «Федосеева»,"клх Арзамас, ул. М.Горького, д. 806 к. 62, 693020",8 (655) 258-80-45,466800
"ЗАО «Дроздов, Евсеева и Антонова»","п. Ряжск, пер. Кавказский, д. 5 стр. 9, 638239",+7 955 118 80 67,476216
"ООО «Блохина, Лобанов и Данилова»","к. Мыс Шмидта, ул. Средняя, д. 4, 723773",+7 (038) 021-4094,223582
ЗАО «Дорофеев Орлов»,"клх Подольск, бул. Октября, д. 639 стр. 17, 562632",+7 (125) 895-39-21,638202
"ООО «Морозов, Трофимова и Артемьева»","с. Шуя, пер. Льва Толстого, д. 19, 081942",8 (601) 556-0077,262006
